paper_key,year,title,journal,status,published_or_forthcoming,doi,authors,author_affiliations_at_publication,school_credit_map,keep_om,exclude_reason,citation_count,citation_source,citation_url,citation_last_checked_date,google_scholar_citations,google_scholar_url,citations_last_checked_date,notes,ms_department,discipline_bucket,dept_confidence,dept_signals,abstract_excerpt,business_school_affiliation
doi:10.1287/msom.2015.0570,2016,Counteracting Strategic Purchase Deferrals: The Impact of Online Retailers’ Return Policy Decisions,Manufacturing & Service Operations Management,,published,10.1287/msom.2015.0570,Mehmet Sekip Altug; Tolga Aydinliyim,"[{""author"": ""Mehmet Sekip Altug"", ""affiliations"": [""Department of Decision Sciences, School of Business, George Washington University, Washington, DC 20052""]}, {""author"": ""Tolga Aydinliyim"", ""affiliations"": [""Loomba Department of Management, Zicklin School of Business, Baruch College, City University of New York, New York, New York 10010""]}]",,1,,163,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2015.0570,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Online shoppers value lenient return policies as they are unable to assess whether products match their expectations. We study how consumers’ discount-seeking purchase deferrals affect online retailers’ return policy choices. Lenient returns may induce higher full-price sales by limiting consumer regret, while signaling clearance unavailability risk. Contrasting earlier research that concluded a monopolist must set the refund at the clearance price when strategic consumers were overlooked, we find that an optimal refund bounded by the clearance price can mitigate purchase deferrals only when a monopolist salvages at mild discounts. To explore conditions under which a monopolist permits “full",yes
doi:10.1287/msom.2015.0571,2016,Do High and Low Inventory Turnover Retailers Respond Differently to Demand Shocks?,Manufacturing & Service Operations Management,,published,10.1287/msom.2015.0571,Saravanan Kesavan; Tarun Kushwaha; Vishal Gaur,"[{""author"": ""Saravanan Kesavan"", ""affiliations"": [""Kenan-Flagler Business School, University of North Carolina, Chapel Hill, North Carolina 27599""]}, {""author"": ""Tarun Kushwaha"", ""affiliations"": [""Kenan-Flagler Business School, University of North Carolina, Chapel Hill, North Carolina 27599""]}, {""author"": ""Vishal Gaur"", ""affiliations"": [""Samuel Curtis Johnson Graduate School of Management, Cornell University, Ithaca, New York 14850""]}]",,1,,56,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2015.0571,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"This paper examines the differences in the behaviors of high (HIT) and low inventory turnover (LIT) retailers in responding to demand shocks. We identify quantity and price responsiveness as two mediating mechanisms that distinguish how high and low inventory turnover retailers manage demand shocks. Using quarterly firm-level data of 183 U.S. retailers between 1985 and 2012, we find that HIT retailers are able to respond quickly by changing their purchase quantities in response to demand shocks, whereas LIT retailers primarily rely on price changes to manage demand shocks. In addition, we examine the differential implications of these mechanisms on the financial performance of HIT and LIT re",yes
doi:10.1287/msom.2016.0585,2016,Does Quality Knowledge Spillover at Shared Suppliers? An Empirical Investigation,Manufacturing & Service Operations Management,,published,10.1287/msom.2016.0585,Suresh Muthulingam; Anupam Agrawal,"[{""author"": ""Suresh Muthulingam"", ""affiliations"": [""Smeal College of Business, The Pennsylvania State University, University Park, Pennsylvania 16802""]}, {""author"": ""Anupam Agrawal"", ""affiliations"": [""Department of Business Administration, Texas A&M University, College Station, Texas 77843""]}]",,1,,36,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2016.0585,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"We use a unique empirical setting to investigate the spillover of quality knowledge across supply chains and to the examine contingencies that affect such spillover. We analyze the quality performance of 191 suppliers, who utilize the same facilities to manufacture similar products for two distinct businesses: one that makes cars and the other that makes commercial vehicles. From 2006 to 2009, the car business undertook 2,121 quality improvement initiatives at these suppliers, while the commercial vehicles business did not undertake any such initiatives. We find that the quality knowledge developed through the quality improvement initiatives undertaken by the car business does not easily spi",yes
doi:10.1287/msom.2016.eb.v18n2,2016,Editorial Board,Manufacturing & Service Operations Management,,published,10.1287/msom.2016.eb.v18n2,,[],,1,,0,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2016.eb.v18n2,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,,no
doi:10.1287/msom.2016.eb.v18n4,2016,Editorial Board,Manufacturing & Service Operations Management,,published,10.1287/msom.2016.eb.v18n4,,[],,1,,0,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2016.eb.v18n4,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,,no
doi:10.1287/msom.2016.eb.v18n3,2016,Editorial Board,Manufacturing & Service Operations Management,,published,10.1287/msom.2016.eb.v18n3,,[],,1,,0,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2016.eb.v18n3,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,,no
doi:10.1287/msom.2016.eb.v18n1,2016,Editorial Board,Manufacturing & Service Operations Management,,published,10.1287/msom.2016.eb.v18n1,,[],,1,,0,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2016.eb.v18n1,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,,no
doi:10.1287/msom.2016.0584,2016,Extracting Maximum Value from Consumer Returns: Allocating Between Remarketing and Refurbishing for Warranty Claims,Manufacturing & Service Operations Management,,published,10.1287/msom.2016.0584,Çerağ Pinçe; Mark Ferguson; Beril Toktay,"[{""author"": ""\u00c7era\u011f Pin\u00e7e"", ""affiliations"": [""K\u00fchne Logistics University, 20457 Hamburg, Germany""]}, {""author"": ""Mark Ferguson"", ""affiliations"": [""Moore School of Business, University of South Carolina, Columbia, South Carolina 29208""]}, {""author"": ""Beril Toktay"", ""affiliations"": [""Scheller College of Business, Georgia Institute of Technology, Atlanta, Georgia 31200""]}]",,1,,63,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2016.0584,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"The high cost of lenient return policies force consumer electronics original equipment manufacturers (OEMs) to look for ways to recover value from lightly used consumer returns, which constitute a substantial fraction of sales and cannot be resold as new products. Refurbishing to remarket or to fulfill warranty claims are the two common disposition options considered to unlock the value in consumer returns, which present the OEM with a challenging problem: How should an OEM dynamically allocate consumer returns between fulfilling warranty claims and remarketing refurbished products over the product’s life cycle? We analyze this dynamic allocation problem and find that when warranty claims an",yes
doi:10.1287/msom.2016.0589,2016,How Do Customers Respond to Increased Service Quality Competition?,Manufacturing & Service Operations Management,,published,10.1287/msom.2016.0589,Ryan W. Buell; Dennis Campbell; Frances X. Frei,"[{""author"": ""Ryan W. Buell"", ""affiliations"": [""Harvard Business School, Harvard University, Boston, Massachusetts 02163""]}, {""author"": ""Dennis Campbell"", ""affiliations"": [""Harvard Business School, Harvard University, Boston, Massachusetts 02163""]}, {""author"": ""Frances X. Frei"", ""affiliations"": [""Harvard Business School, Harvard University, Boston, Massachusetts 02163""]}]",,1,,65,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2016.0589,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_non_om_strong | auto_broad_msom,"When does increased service quality competition lead to customer defection? And, which customers are most likely to defect? Our empirical analysis of 82,235 customers exploits the varying competitive dynamics in 644 geographically isolated markets in which a nationwide retail bank conducted business over a five-year period. We find that customers defect at a higher rate from the incumbent following increased service quality (price) competition only when the incumbent offers high (low) quality service relative to existing competitors in a local market. We provide evidence that these results are due to a sorting effect, whereby firms trade off service quality and price, and, in turn, the incum",yes
doi:10.1287/msom.2015.0531,2016,Improving Store Liquidation,Manufacturing & Service Operations Management,,published,10.1287/msom.2015.0531,Nathan C. Craig; Ananth Raman,"[{""author"": ""Nathan C. Craig"", ""affiliations"": [""The Ohio State University, Columbus, Ohio 43210""]}, {""author"": ""Ananth Raman"", ""affiliations"": [""Harvard Business School, Boston, Massachusetts 02163""]}]",,1,,24,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2015.0531,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Store liquidation is the time-constrained divestment of retail outlets through an in-store sale of inventory. The retail industry depends extensively on store liquidation, both to allow managers of going concerns to divest stores in efforts to enhance performance and as a means for investors to recover capital from failed ventures. Retailers sell billions of dollars of inventory annually during store liquidations. This paper introduces the store liquidation problem to the literature and presents a technique for optimizing key store liquidation decisions, including markdowns, inventory transfers, and the timing of store closings. We propose a heuristic for solving the store liquidation proble",yes
doi:10.1287/msom.2016.0575,2016,Incentive-Driven Information Dissemination in Two-Tier Supply Chains,Manufacturing & Service Operations Management,,published,10.1287/msom.2016.0575,Li Jiang; Zhongyuan Hao,"[{""author"": ""Li Jiang"", ""affiliations"": [""Faculty of Business, The Hong Kong Polytechnic University, Hong Kong SAR, China""]}, {""author"": ""Zhongyuan Hao"", ""affiliations"": [""Faculty of Business, The Hong Kong Polytechnic University, Hong Kong SAR, China""]}]",,1,,86,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2016.0575,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"We investigate information flow in two-tier supply chains, where retailers order from suppliers and sell in a market with uncertain demand. The retailers each have access to a demand signal and can exchange signals (horizontal information sharing). The suppliers can offer the retailers differential payments to gain access to their signals (vertical information acquisition). We demonstrate that retailer competition is a necessary condition to sustain information flow, whereas supplier competition precludes vertical information acquisition. Facing horizontal competition, the retailers can have an incentive to exchange signals if competition is less intense; and this incentive is stronger when ",yes
doi:10.1287/msom.2015.0569,2016,Introduction to the Special Issue on Practice-Focused Research,Manufacturing & Service Operations Management,,published,10.1287/msom.2015.0569,Jérémie Gallien; Alan Scheller-Wolf,"[{""author"": ""J\u00e9r\u00e9mie Gallien"", ""affiliations"": [""London Business School, London NW1 4SA, United Kingdom""]}, {""author"": ""Alan Scheller-Wolf"", ""affiliations"": [""Tepper School of Business, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213""]}]",,1,,4,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2015.0569,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,,yes
doi:10.1287/msom.2016.0579,2016,MSOM Society Student Paper Competition: Abstracts of 2015 Winners,Manufacturing & Service Operations Management,,published,10.1287/msom.2016.0579,,[],,1,,0,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2016.0579,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"The journal is pleased to publish the abstracts of the six finalists of the 2015 Manufacturing and Service Operations Management Society’s student paper competition. The 2015 prize committee was chaired by Goker Aydin (Kelley School of Business, Indiana University), Karan Girotra (INSEAD) and Sameer Hasija (INSEAD). The other committee members were: Philipp Afeche, Vishal Agrawal, Aydin Alptekinoglu, Atalay Atasu, Opher Baron, Bob Batt, Omar Besbes, Kostas Bimpikis, Robert Bray, Rene Caldentey, Andre Calmon, Carri Chan, Xin Chen, Ying-Ju Chen, Soo-Haeng Cho, So Yeon Chun, Florin Ciocan, Nicole DeHoratius, Sarang Deo, Lingxiu Dong, Pnina Feldman, Santiago Gallino, Srinagesh Gavirneni, Itai Gu",no
doi:10.1287/msom.2016.0576,2016,Managing Rentals with Usage-Based Loss,Manufacturing & Service Operations Management,,published,10.1287/msom.2016.0576,Vincent W. Slaugh; Bahar Biller; Sridhar R. Tayur,"[{""author"": ""Vincent W. Slaugh"", ""affiliations"": [""School of Hotel Administration, Cornell University, Ithaca, New York 14853""]}, {""author"": ""Bahar Biller"", ""affiliations"": [""Global Research Center, General Electric, Niskayuna, New York 12309""]}, {""author"": ""Sridhar R. Tayur"", ""affiliations"": [""Tepper School of Business, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213""]}]",,1,,24,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2016.0576,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Motivated by innovative rental business models, we study a rental system with random loss of inventory due to use. We utilize a discrete-time model in which the inventory level is chosen before the start of a finite rental season, and customers not immediately served are lost. Demand, rental durations, and rental unit lifetimes are stochastic; sample path coupling allows us to derive structural results that hold under limited distributional assumptions. Considering different “recirculation” rules (i.e., which unit to select to meet a demand), we prove the concavity of the expected profit function and identify the optimal recirculation rule under two different models of a rental unit’s state:",yes
doi:10.1287/msom.2016.0586,2016,"Multitasking, Multiarmed Bandits, and the Italian Judiciary",Manufacturing & Service Operations Management,,published,10.1287/msom.2016.0586,Robert L. Bray; Decio Coviello; Andrea Ichino; Nicola Persico,"[{""author"": ""Robert L. Bray"", ""affiliations"": [""Kellogg School of Management, Northwestern University, Evanston, Illinois 60208""]}, {""author"": ""Decio Coviello"", ""affiliations"": [""HEC Montr\u00e9al, Montr\u00e9al, Qu\u00e9bec H3T 2A7, Canada""]}, {""author"": ""Andrea Ichino"", ""affiliations"": [""European University Institute, 50014 San Domenico di Fiesole FI, Italy; and University of Bologna, 40126 Bologna, Italy""]}, {""author"": ""Nicola Persico"", ""affiliations"": [""Kellogg School of Management, Northwestern University, Evanston, Illinois 60208""]}]",,1,,52,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2016.0586,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"We model how a judge schedules cases as a multiarmed bandit problem. The model indicates that a first-in-first-out (FIFO) scheduling policy is optimal when the case completion hazard rate function is monotonic. But there are two ways to implement FIFO in this context: at the hearing level or at the case level. Our model indicates that the former policy, prioritizing the oldest hearing, is optimal when the case completion hazard rate function decreases, and the latter policy, prioritizing the oldest case, is optimal when the case completion hazard rate function increases. This result convinced six judges of the Roman Labor Court of Appeals—a court that exhibits increasing hazard rates—to swit",yes
doi:10.1287/msom.2015.0553,2016,OM Forum—Making OM Research More Relevant: “Why?” and “How?”,Manufacturing & Service Operations Management,,published,10.1287/msom.2015.0553,Christopher S. Tang,"[{""author"": ""Christopher S. Tang"", ""affiliations"": [""UCLA Anderson School, University of California, Los Angeles, Los Angeles, California 90095""]}]",,1,,41,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2015.0553,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Should OM research become more relevant? I provide my own perspective on this question and some practical ideas for our community to explore. This article is based on my Manufacturing and Service Operations Management (MSOM) Distinguished Fellow inaugural lecture given at the University of Toronto on June 29, 2015.",no
