rank,person_name,rankings_school,paper_count_full,paper_count_frac_authors,citation_frac_authors_openalex,unique_om_or_papers,first_year,last_year
673,Seyed M. Emadi,UNC (Kenan-Flagler),1,0.3333,7.3333,1,2021,2021
673,Sveinn Ólafsson,Columbia,1,0.3333,7.3333,1,2022,2022
673,Tat Y. Chan,WashU (Olin),1,0.3333,7.3333,1,2018,2018
679,Asuman Ozdaglar,MIT,1,0.3333,7.0000,1,2022,2022
679,Bart P. G. Van Parys,MIT,1,0.3333,7.0000,1,2021,2021
679,Elena Andreyeva,Texas A&M (Mays),1,0.3333,7.0000,1,2022,2022
679,Guy David,Wharton (UPenn),1,0.3333,7.0000,1,2022,2022
679,Han Yu,USC (Marshall),1,0.3333,7.0000,1,2026,2026
679,Luyi Yang,Johns Hopkins (Carey),1,0.3333,7.0000,1,2019,2019
685,Hilal Atasoy,Wharton (UPenn),1,0.3333,6.6667,1,2018,2018
685,Kartik Ganju,McGill (Desautels),1,0.3333,6.6667,1,2018,2018
685,Pei-yu Chen,Arizona State (Carey),1,0.3333,6.6667,1,2018,2018
688,Achraf Bahamou,Columbia,1,0.3333,6.3333,1,2023,2023
688,Andre P. Calmon,Georgia Tech (Scheller),1,0.3333,6.3333,1,2024,2024
688,Arielle Anderer,Wharton (UPenn),1,0.3333,6.3333,1,2022,2022
688,Arun Sundararajan,NYU (Stern),1,0.3333,6.3333,1,2023,2023
688,John A. Muckstadt,Cornell,1,0.3333,6.3333,1,2019,2019
688,John Silberholz,Michigan (Ross),1,0.3333,6.3333,1,2022,2022
688,Jon Kleinberg,Cornell,1,0.3333,6.3333,1,2023,2023
688,Manish Raghavan,MIT,1,0.3333,6.3333,1,2023,2023
688,Mustafa Dogan,MIT,1,0.3333,6.3333,1,2021,2021
688,Peter L. Jackson,Cornell,1,0.3333,6.3333,1,2019,2019
688,Sendhil Mullainathan,Chicago (Booth),1,0.3333,6.3333,1,2023,2023
688,Yuexing Li,Cornell,1,0.3333,6.3333,1,2019,2019
700,Alexandre Belloni,Duke (Fuqua),1,0.3333,6.0000,1,2017,2017
700,Chen-An Lin,Duke (Fuqua),1,0.3333,6.0000,1,2023,2023
700,Giuseppe Lopomo,Duke (Fuqua),1,0.3333,6.0000,1,2017,2017
700,Ozlem Yildiz,Virginia (Darden),1,0.3333,6.0000,1,2019,2019
700,Zhiyuan Huang,Michigan (Ross),1,0.3333,6.0000,1,2021,2021
705,Anuj Kumar,Florida (Warrington),1,0.3333,5.6667,1,2023,2023
705,Necati Tereyağoğlu,Columbia,1,0.3333,5.6667,1,2023,2023
705,Patrick Jaillet,MIT,1,0.3333,5.6667,1,2025,2025
705,Piao Chen,UIUC (Gies),1,0.3333,5.6667,1,2025,2025
705,Övünç Yılmaz,Colorado (Leeds),1,0.3333,5.6667,1,2023,2023
710,Beau Coker,Harvard,1,0.3333,5.0000,1,2021,2021
710,Cynthia Rudin,Duke (Fuqua),1,0.3333,5.0000,1,2021,2021
710,Gary King,Harvard,1,0.3333,5.0000,1,2021,2021
710,Joshua Mollner,Northwestern (Kellogg),1,0.3333,5.0000,1,2022,2022
710,Markus Baldauf,UBC (Sauder),1,0.3333,5.0000,1,2022,2022
710,Mochen Yang,Minnesota (Carlson),1,0.3333,5.0000,1,2024,2024
710,Xuan Bi,Minnesota (Carlson),1,0.3333,5.0000,1,2024,2024
717,Alessandro Arlotto,Duke (Fuqua),1,0.3333,4.6667,1,2019,2019
717,Andrew E. Frazelle,Duke (Fuqua),1,0.3333,4.6667,1,2019,2019
717,Wanyi Dai Li,Stanford,1,0.3333,4.6667,1,2023,2023
717,Yehua Wei,Boston College (Carroll),1,0.3333,4.6667,1,2019,2019
721,Anna Bogomolnaia,MIT,1,0.3333,4.3333,1,2022,2022
721,Eric M. Overby,Georgia Tech (Scheller),1,0.3333,4.3333,1,2021,2021
721,Hervé Moulin,MIT,1,0.3333,4.3333,1,2022,2022
721,Jean-François Bégin,UBC (Sauder),1,0.3333,4.3333,1,2022,2022
721,Michael C. Jernigan,Harvard,1,0.3333,4.3333,1,2021,2021
721,Sam Ransbotham,Boston College (Carroll),1,0.3333,4.3333,1,2021,2021
721,Yuan-Mao Kao,Duke (Fuqua),1,0.3333,4.3333,1,2022,2022
728,Mahsa Derakhshan,Maryland (Smith),1,0.3333,4.0000,1,2022,2022
728,Rachitesh Kumar,Columbia,1,0.3333,4.0000,1,2023,2023
728,Sait Tunç,Virginia Tech (Pamplin),1,0.3333,4.0000,1,2022,2022
728,Santiago Balseiro,Columbia,1,0.3333,4.0000,1,2023,2023
728,Yanwei Jia,Columbia,1,0.3333,4.0000,1,2023,2023
728,Yue Hu,Stanford,1,0.3333,4.0000,1,2025,2025
734,Amrita Kundu,UW (Foster),1,0.3333,3.6667,1,2024,2024
734,Anant Mishra,Minnesota (Carlson),1,0.3333,3.6667,1,2022,2022
734,Chirantan Chatterjee,Stanford,1,0.3333,3.6667,1,2022,2022
734,Stephen J. Anderson,Texas A&M (Mays),1,0.3333,3.6667,1,2024,2024
734,Thomas D. Steffen,Yale,1,0.3333,3.6667,1,2025,2025
734,X. Frank Zhang,Yale,1,0.3333,3.6667,1,2025,2025
740,Dan Andrei Iancu,Stanford,1,0.3333,3.3333,1,2021,2021
740,Edward Fox,SMU (Cox),1,0.3333,3.3333,1,2018,2018
740,Gautam Gowrisankaran,Columbia,1,0.3333,3.3333,1,2023,2023
740,John Semple,SMU (Cox),1,0.3333,3.3333,1,2018,2018
740,Laura Norman,SMU (Cox),1,0.3333,3.3333,1,2018,2018
740,Pierre Thomas Léger,UIUC (Gies),1,0.3333,3.3333,1,2023,2023
740,Vidya Mani,Virginia (Darden),1,0.3333,3.3333,1,2022,2022
747,Jack Strauss,Colorado (Leeds),1,0.3333,3.0000,1,2025,2025
747,Mark Schneider,USC (Marshall),1,0.3333,3.0000,1,2025,2025
747,Soroush Ghazi,USC (Marshall),1,0.3333,3.0000,1,2025,2025
750,Ahmad M. Ashkanani,UW (Foster),1,0.3333,2.6667,1,2022,2022
750,Benjamin B. Dunford,Purdue (Daniels),1,0.3333,2.6667,1,2022,2022
750,Douglas Guilbeault,UC Berkeley (Haas),1,0.3333,2.6667,1,2022,2022
750,Edward Bishop Smith,Northwestern (Kellogg),1,0.3333,2.6667,1,2022,2022
750,Edward Dickersin Van Wesep,Colorado (Leeds),1,0.3333,2.6667,1,2022,2022
750,Fanyin Zheng,Columbia,1,0.3333,2.6667,1,2024,2024
750,Joan Brown,USC (Marshall),1,0.3333,2.6667,1,2024,2024
750,Jordan Martel,Indiana (Kelley),1,0.3333,2.6667,1,2022,2022
750,Kevin J. Mumford,Purdue (Daniels),1,0.3333,2.6667,1,2022,2022
750,Mohammad E. Nikoofal,Toronto (Rotman),1,0.3333,2.6667,1,2022,2022
750,Necati Ertekin,Minnesota (Carlson),1,0.3333,2.6667,1,2022,2022
750,Robert Van Wesep,Maryland (Smith),1,0.3333,2.6667,1,2022,2022
750,Sytske C. Wijnsma,UC Berkeley (Haas),1,0.3333,2.6667,1,2024,2024
763,Cynthia Cryder,UW (Foster),1,0.3333,2.3333,1,2024,2024
763,Deniz Akturk,WashU (Olin),1,0.3333,2.3333,1,2025,2025
763,Jens Leth Hougaard,NYU (Stern),1,0.3333,2.3333,1,2022,2022
763,Rachel Gershon,UC Berkeley (Haas),1,0.3333,2.3333,1,2024,2024
763,Ron Adner,Dartmouth (Tuck),1,0.3333,2.3333,1,2023,2023
763,Zhi-Long Chen,Maryland (Smith),1,0.3333,2.3333,1,2024,2024
769,Ajin Lee,Michigan State (Broad),1,0.3333,2.0000,1,2022,2022
769,Chen Chen,NYU (Stern),1,0.3333,2.0000,1,2024,2024
769,Clément S. Bellet,SMU (Cox),1,0.3333,2.0000,1,2025,2025
769,Dennis Zhang,WashU (Olin),1,0.3333,2.0000,1,2025,2025
769,Ginger Zhe Jin,Maryland (Smith),1,0.3333,2.0000,1,2022,2022
769,Jimin Park,MIT,1,0.3333,2.0000,1,2024,2024
769,Marco Salerno,Toronto (Rotman),1,0.3333,2.0000,1,2024,2024
769,On Amir,UC San Diego (Rady),1,0.3333,2.0000,1,2023,2023
769,Redouane Elkamhi,Toronto (Rotman),1,0.3333,2.0000,1,2024,2024
769,Saif Benjaafar,Michigan (Ross),1,0.3333,2.0000,1,2025,2025
769,Xiaotang Yang,Minnesota (Carlson),1,0.3333,2.0000,1,2025,2025
780,Tamar Cohen-Hillel,UBC (Sauder),1,0.3333,1.6667,1,2023,2023
780,Turgay Ayer,Georgia Tech (Scheller),1,0.3333,1.6667,1,2022,2022
782,Alex Imas,Chicago (Booth),1,0.3333,1.3333,1,2025,2025
782,Ankur Mani,Minnesota (Carlson),1,0.3333,1.3333,1,2022,2022
782,Dan Iancu,Stanford,1,0.3333,1.3333,1,2021,2021
782,Dennis Huisman,SMU (Cox),1,0.3333,1.3333,1,2022,2022
782,Gurdip Bakshi,Wharton (UPenn),1,0.3333,1.3333,1,2021,2021
782,Jaelynn Oh,UNC (Kenan-Flagler),1,0.3333,1.3333,1,2025,2025
782,Jiali Huang,Minnesota (Carlson),1,0.3333,1.3333,1,2022,2022
782,Nilay Taník Argon,UNC (Kenan-Flagler),1,0.3333,1.3333,1,2022,2022
782,Osbert Bastani,Wharton (UPenn),1,0.3333,1.3333,1,2026,2026
782,Thomas Breugem,SMU (Cox),1,0.3333,1.3333,1,2022,2022
782,Tuoyi Zhao,Florida (Warrington),1,0.3333,1.3333,1,2025,2025
782,Twan Dollevoet,SMU (Cox),1,0.3333,1.3333,1,2022,2022
782,Wen-Xin Zhou,UIUC (Gies),1,0.3333,1.3333,1,2025,2025
782,Wichinpong Park Sinchaisri,UC Berkeley (Haas),1,0.3333,1.3333,1,2026,2026
782,Xavier Warnes,Stanford,1,0.3333,1.3333,1,2021,2021
782,Xiaohui Gao,Wharton (UPenn),1,0.3333,1.3333,1,2021,2021
798,Dirk Hackbarth,Boston U (Questrom),1,0.3333,1.0000,1,2022,2022
798,Ekaterina Astashkina,Michigan (Ross),1,0.3333,1.0000,1,2025,2025
798,Eojin Han,Northwestern (Kellogg),1,0.3333,1.0000,1,2019,2019
798,Murat Köksalan,Michigan (Ross),1,0.3333,1.0000,1,2023,2023
798,Omid Nohadani,Northwestern (Kellogg),1,0.3333,1.0000,1,2019,2019
798,Shreyas Sekar,Harvard,1,0.3333,1.0000,1,2021,2021
798,Thomas J. Chemmanur,Boston College (Carroll),1,0.3333,1.0000,1,2025,2025
798,Zhipeng Liao,UCLA (Anderson),1,0.3333,1.0000,1,2024,2024
806,Cleotilde Gonzalez,Carnegie Mellon (Tepper),1,0.3333,0.6667,1,2025,2025
806,Dorothee Honhon,UT Dallas,1,0.3333,0.6667,1,2025,2025
806,Gregory Macnamara,Stanford,1,0.3333,0.6667,1,2022,2022
806,Kalyan Singhal,Maryland (Smith),1,0.3333,0.6667,1,2025,2025
806,Krista Li,Indiana (Kelley),1,0.3333,0.6667,1,2025,2025
806,Xiajun Amy Pan,Florida (Warrington),1,0.3333,0.6667,1,2025,2025
812,Angelos Tsoukalas,SMU (Cox),1,0.3333,0.3333,1,2026,2026
812,Artem Timoshenko,Northwestern (Kellogg),1,0.3333,0.3333,1,2025,2025
812,Arthur Delarue,Georgia Tech (Scheller),1,0.3333,0.3333,1,2025,2025
812,Ayoub Amil,Duke (Fuqua),1,0.3333,0.3333,1,2025,2025
812,Christoph Schiller,Arizona State (Carey),1,0.3333,0.3333,1,2025,2025
812,Duncan Simester,MIT,1,0.3333,0.3333,1,2025,2025
812,Ido Bright,UW (Foster),1,0.3333,0.3333,1,2025,2025
812,Jess Cornaggia,Penn State (Smeal),1,0.3333,0.3333,1,2025,2025
812,Kimberly Cornaggia,Penn State (Smeal),1,0.3333,0.3333,1,2025,2025
812,Mehmet I. Canayaz,Penn State (Smeal),1,0.3333,0.3333,1,2025,2025
812,Michael Hertzel,Arizona State (Carey),1,0.3333,0.3333,1,2025,2025
812,Pengyu Qian,Boston U (Questrom),1,0.3333,0.3333,1,2025,2025
812,Raoul Minetti,Michigan State (Broad),1,0.3333,0.3333,1,2025,2025
812,Susan Chun Zhu,Michigan State (Broad),1,0.3333,0.3333,1,2025,2025
812,Tarun Kushwaha,Wisconsin-Madison,1,0.3333,0.3333,1,2026,2026
812,Vanitha Virudachalam,UIUC (Gies),1,0.3333,0.3333,1,2023,2023
812,Yaqi Xie,Chicago (Booth),1,0.3333,0.3333,1,2025,2025
812,Yuval Rottenstreich,UC San Diego (Rady),1,0.3333,0.3333,1,2023,2023
830,Alberto Quaini,SMU (Cox),1,0.3333,0.0000,1,2025,2025
830,Andrey Fradkin,Boston U (Questrom),1,0.3333,0.0000,1,2026,2026
830,Anqi Wu,Florida (Warrington),1,0.3333,0.0000,1,2025,2025
830,Anton Kleywegt,Georgia Tech (Scheller),1,0.3333,0.0000,1,2025,2025
830,Arthur Delarue,Virginia (Darden),1,0.3333,0.0000,1,2026,2026
830,Catherine H. Tinsley,UW (Foster),1,0.3333,0.0000,1,2025,2025
830,Christopher F. Chabris,Wharton (UPenn),1,0.3333,0.0000,1,2025,2025
830,Craig Fernandes,Toronto (Rotman),1,0.3333,0.0000,1,2025,2025
830,Danial Mohseni-Taheri,UIUC (Gies),1,0.3333,0.0000,1,2023,2023
830,Danna Thomas,Columbia,1,0.3333,0.0000,1,2026,2026
830,David D. Yao,Columbia,1,0.3333,0.0000,1,2026,2026
830,Felipe A. Araujo,Wharton (UPenn),1,0.3333,0.0000,1,2025,2025
830,Irene Y. Lo,Stanford,1,0.3333,0.0000,1,2025,2025
830,Jiayue Wan,Cornell,1,0.3333,0.0000,1,2025,2025
830,Joann F. de Zegher,MIT,1,0.3333,0.0000,1,2025,2025
830,John J. Horton,MIT,1,0.3333,0.0000,1,2026,2026
830,Joonho Bae,Indiana (Kelley),1,0.3333,0.0000,1,2025,2025
830,Lindsey Woodworth,Columbia,1,0.3333,0.0000,1,2026,2026
830,Michael Jong Kim,UBC (Sauder),1,0.3333,0.0000,1,2026,2026
830,Michelle N. Meyer,Wharton (UPenn),1,0.3333,0.0000,1,2025,2025
830,Orgül Öztürk,Columbia,1,0.3333,0.0000,1,2026,2026
830,Peter I. Frazier,Cornell,1,0.3333,0.0000,1,2025,2025
830,Richard Gonzalez,Michigan (Ross),1,0.3333,0.0000,1,2025,2025
830,Sebastien Martin,Northwestern (Kellogg),1,0.3333,0.0000,1,2026,2026
830,Siva Theja Maguluri,Georgia Tech (Scheller),1,0.3333,0.0000,1,2025,2025
830,Sofonias Alemu Korsaye,Johns Hopkins (Carey),1,0.3333,0.0000,1,2025,2025
830,Sridhar Seshadri,UIUC (Gies),1,0.3333,0.0000,1,2025,2025
830,Sushil Mahavir Varma,Georgia Tech (Scheller),1,0.3333,0.0000,1,2025,2025
830,Tami Kim,Harvard,1,0.3333,0.0000,1,2017,2017
830,Timothy C.Y. Chan,Toronto (Rotman),1,0.3333,0.0000,1,2025,2025
830,Uttara M. Ananthakrishnan,UW (Foster),1,0.3333,0.0000,1,2025,2025
830,Vibhuti Dhingra,Toronto (Rotman),1,0.3333,0.0000,1,2025,2025
830,Vineet Kumar,Yale,1,0.3333,0.0000,1,2026,2026
830,Woonghee Tim Huh,UBC (Sauder),1,0.3333,0.0000,1,2026,2026
830,Xue Wang,UW (Foster),1,0.3333,0.0000,1,2025,2025
830,Xuejun Zhao,UNC (Kenan-Flagler),1,0.3333,0.0000,1,2025,2025
830,Yeqing Zhou,SMU (Cox),1,0.3333,0.0000,1,2026,2026
830,Yu (Rain) Kan,Indiana (Kelley),1,0.3333,0.0000,1,2025,2025
830,Yuan Shi,MIT,1,0.3333,0.0000,1,2025,2025
830,Yujia Zhang,Cornell,1,0.3333,0.0000,1,2025,2025
870,Hengchen Dai,UCLA (Anderson),2,0.3095,24.0238,2,2019,2023
871,Omar El Housni,Cornell,2,0.2917,2.8333,2,2023,2026
872,David Hofmann,UNC (Kenan-Flagler),1,0.2500,46.2500,1,2017,2017
872,Hengchen Dai,WashU (Olin),1,0.2500,46.2500,1,2017,2017
874,Maria R. Ibanez,Harvard,1,0.2500,43.0000,1,2018,2018
874,Robert S. Huckman,Harvard,1,0.2500,43.0000,1,2018,2018
876,David Rosenthal,Columbia,1,0.2500,35.2500,1,2018,2018
876,Margaret E. Kruk,Harvard,1,0.2500,35.2500,1,2018,2018
876,Nan Liu,Columbia,1,0.2500,35.2500,1,2018,2018
879,Gustavo Vulcano,NYU (Stern),1,0.2500,31.7500,1,2016,2016
880,Chun Ye,UW (Foster),1,0.2500,25.2500,1,2020,2020
881,Diana M. Negoescu,Minnesota (Carlson),1,0.2500,25.0000,1,2018,2018
881,Margaret L. Brandeau,Stanford,1,0.2500,25.0000,1,2018,2018
881,Nicola Secomandi,Carnegie Mellon (Tepper),1,0.2500,25.0000,1,2016,2016
881,Stephen Smith,Carnegie Mellon (Tepper),1,0.2500,25.0000,1,2016,2016
885,Allison O’Hair,Stanford,1,0.2500,24.7500,1,2016,2016
885,John Silberholz,MIT,1,0.2500,24.7500,1,2016,2016
885,Stephen Relyea,MIT,1,0.2500,24.7500,1,2016,2016
888,Andras Molnar,Chicago (Booth),1,0.2500,22.7500,1,2022,2022
888,Russell Golman,Carnegie Mellon (Tepper),1,0.2500,22.7500,1,2022,2022
890,Maryam Kouchaki,Northwestern (Kellogg),1,0.2500,19.7500,1,2020,2020
891,Xianjun Geng,UT Dallas,1,0.2500,18.7500,1,2016,2016
892,Brad Greenwood,Virginia (Darden),1,0.2500,18.2500,1,2020,2020
892,Jeffery McCullough,Michigan (Ross),1,0.2500,18.2500,1,2020,2020
892,Kartik K. Ganju,McGill (Desautels),1,0.2500,18.2500,1,2020,2020
895,Robert L. Winkler,Duke (Fuqua),1,0.2500,17.2500,1,2017,2017
896,Emre M. Demirezen,Florida (Warrington),1,0.2500,13.5000,1,2023,2023
896,Ramkumar Janakiraman,Columbia,1,0.2500,13.5000,1,2023,2023
898,Susan J. Lambert,Chicago (Booth),1,0.2500,13.2500,1,2022,2022
899,James B. Rebitzer,Boston U (Questrom),1,0.2500,11.2500,1,2022,2022
899,Keith Marzilli Ericson,Boston U (Questrom),1,0.2500,11.2500,1,2022,2022
899,Leila Agha,Dartmouth (Tuck),1,0.2500,11.2500,1,2022,2022
902,Ciamac C. Moallemi,Columbia,1,0.2500,11.0000,1,2020,2020
902,Mariana Nicolae,Michigan (Ross),1,0.2500,11.0000,1,2017,2017
902,Mark Ferguson,Columbia,1,0.2500,11.0000,1,2017,2017
902,Nikhil Bhat,Columbia,1,0.2500,11.0000,1,2020,2020
906,Aaron Striegel,Notre Dame (Mendoza),1,0.2500,10.2500,1,2022,2022
906,Idris Adjerid,Virginia Tech (Pamplin),1,0.2500,10.2500,1,2022,2022
906,Rachael Purta,Notre Dame (Mendoza),1,0.2500,10.2500,1,2022,2022
909,Sudipto Dasgupta,UW (Foster),1,0.2500,10.0000,1,2023,2023
910,Yuan Zhou,UIUC (Gies),1,0.2500,9.7500,1,2022,2022
911,Fahad Saleh,UNC (Kenan-Flagler),1,0.2500,9.2500,1,2023,2023
911,Wenjun Wang,Columbia,1,0.2500,9.2500,1,2023,2023
913,Yuxin Chen,NYU (Stern),1,0.2500,8.0000,1,2024,2024
914,Anandasivam Gopal,Maryland (Smith),1,0.2500,7.2500,1,2017,2017
914,Brad N. Greenwood,Wharton (UPenn),1,0.2500,7.2500,1,2017,2017
914,Daniel Jiang,Wharton (UPenn),1,0.2500,7.2500,1,2022,2022
914,Rajshree Agarwal,Maryland (Smith),1,0.2500,7.2500,1,2017,2017
914,Ritu Agarwal,Maryland (Smith),1,0.2500,7.2500,1,2017,2017
914,Saif Benjaafar,Minnesota (Carlson),1,0.2500,7.2500,1,2022,2022
914,Xiang Li,UW (Foster),1,0.2500,7.2500,1,2022,2022
921,Prashant Loyalka,Stanford,1,0.2500,7.0000,1,2022,2022
922,Boris Groysberg,Harvard,1,0.2500,6.5000,1,2021,2021
922,J. Yo-Jud Cheng,Virginia (Darden),1,0.2500,6.5000,1,2021,2021
922,Nicolás E. Stier-Moses,Columbia,1,0.2500,6.5000,1,2016,2016
922,Paul Healy,Harvard,1,0.2500,6.5000,1,2021,2021
922,Rajesh Vijayaraghavan,UBC (Sauder),1,0.2500,6.5000,1,2021,2021
927,Chad Syverson,Chicago (Booth),1,0.2500,6.2500,1,2021,2021
927,Vishal Ahuja,SMU (Cox),1,0.2500,6.2500,1,2021,2021
929,Brian Rongqing Han,USC (Marshall),1,0.2500,4.7500,1,2020,2020
929,Hyung Paek,Yale,1,0.2500,4.7500,1,2020,2020
931,Manmohan Aseri,UT Dallas,1,0.2500,4.5000,1,2018,2018
931,Qiong Wang,UIUC (Gies),1,0.2500,4.5000,1,2019,2019
933,Fan Zhang,Stanford,1,0.2500,3.7500,1,2023,2023
933,Jing Zhou,UNC (Kenan-Flagler),1,0.2500,3.7500,1,2023,2023
933,Jose Blanchet,Stanford,1,0.2500,3.7500,1,2023,2023
933,Moutaz J. Khouja,UNC (Kenan-Flagler),1,0.2500,3.7500,1,2023,2023
933,Nian Si,Stanford,1,0.2500,3.7500,1,2023,2023
933,Ram Mudambi,Wharton (UPenn),1,0.2500,3.7500,1,2023,2023
933,Shubham Gupta,Wharton (UPenn),1,0.2500,3.7500,1,2023,2023
940,Ayelet Israeli,Harvard,1,0.2500,3.5000,1,2022,2022
940,Charles Corbett,UCLA (Anderson),1,0.2500,3.5000,1,2017,2017
940,Fiona Scott-Morton,Yale,1,0.2500,3.5000,1,2022,2022
940,Florian Zettelmeyer,Northwestern (Kellogg),1,0.2500,3.5000,1,2022,2022
940,Terry Taylor,UC Berkeley (Haas),1,0.2500,3.5000,1,2017,2017
945,Matt Baucum,Florida (Warrington),1,0.2500,3.2500,1,2023,2023
946,Minje Park,Columbia,1,0.2500,3.0000,1,2024,2024
946,Rena M. Conti,Boston U (Questrom),1,0.2500,3.0000,1,2024,2024
948,David A. Asch,Wharton (UPenn),1,0.2500,2.7500,1,2024,2024
948,Dennis J. Zhang,UW (Foster),1,0.2500,2.7500,1,2025,2025
948,Kevin G. Volpp,Wharton (UPenn),1,0.2500,2.7500,1,2024,2024
948,Suparerk Lekwijit,Arizona State (Carey),1,0.2500,2.7500,1,2024,2024
952,Daniel Bauer,Wisconsin-Madison,1,0.2500,2.5000,1,2020,2020
952,Steven Kou,Boston U (Questrom),1,0.2500,2.5000,1,2023,2023
954,Don A. Moore,UC Berkeley (Haas),1,0.2500,2.2500,1,2024,2024
954,Elliot Rabinovich,Arizona State (Carey),1,0.2500,2.2500,1,2025,2025
954,Jack B. Soll,Duke (Fuqua),1,0.2500,2.2500,1,2024,2024
954,Joshua Klayman,Chicago (Booth),1,0.2500,2.2500,1,2024,2024
954,Rui Sun,UW (Foster),1,0.2500,2.2500,1,2024,2024
954,Sanghak Lee,Arizona State (Carey),1,0.2500,2.2500,1,2025,2025
954,Stanley Frederick W. T. Lim,Michigan State (Broad),1,0.2500,2.2500,1,2025,2025
961,Alexander Wei,UC Berkeley (Haas),1,0.2500,2.0000,1,2023,2023
961,Douglas R. Bish,USC (Marshall),1,0.2500,2.0000,1,2022,2022
961,Ebru K. Bish,USC (Marshall),1,0.2500,2.0000,1,2022,2022
964,Anicet A. Fangwa,McGill (Desautels),1,0.2500,1.5000,1,2024,2024
964,Caroline Flammer,Columbia,1,0.2500,1.5000,1,2024,2024
964,Ding Zhao,Carnegie Mellon (Tepper),1,0.2500,1.5000,1,2024,2024
964,Hemeng Li,Cornell,1,0.2500,1.5000,1,2025,2025
964,Pieter L. van den Berg,SMU (Cox),1,0.2500,1.5000,1,2025,2025
964,Rowan P. Clarke,Harvard,1,0.2500,1.5000,1,2024,2024
964,Ruoxuan Xiong,Emory (Goizueta),1,0.2500,1.5000,1,2024,2024
964,Shane G. Henderson,Cornell,1,0.2500,1.5000,1,2025,2025
964,Yuanlu Bai,Columbia,1,0.2500,1.5000,1,2024,2024
973,John R. Busenbark,Notre Dame (Mendoza),1,0.2500,1.2500,1,2026,2026
973,Kaitlin D. Wowak,Notre Dame (Mendoza),1,0.2500,1.2500,1,2026,2026
973,Karthik V. Natarajan,Minnesota (Carlson),1,0.2500,1.2500,1,2026,2026
976,Parshan Pakiman,UIUC (Gies),1,0.2500,1.0000,1,2025,2025
976,Shelly Rathee,Wharton (UPenn),1,0.2500,1.0000,1,2023,2023
978,Fuqiang Zhang,WashU (Olin),1,0.2500,0.7500,1,2025,2025
979,Aaron Babier,Toronto (Rotman),1,0.2500,0.2500,1,2025,2025
979,Adam Diamant,Toronto (Rotman),1,0.2500,0.2500,1,2025,2025
979,Akshaya Suresh,Virginia (Darden),1,0.2500,0.2500,1,2025,2025
979,Alexandra Chouldechova,Carnegie Mellon (Tepper),1,0.2500,0.2500,1,2025,2025
979,Amine Bennouna,MIT,1,0.2500,0.2500,1,2025,2025
979,Artur Dubrawski,Carnegie Mellon (Tepper),1,0.2500,0.2500,1,2025,2025
979,Ashvin Gandhi,UCLA (Anderson),1,0.2500,0.2500,1,2025,2025
979,Daniel Wiesen,SMU (Cox),1,0.2500,0.2500,1,2026,2026
979,Donghao Ying,UC Berkeley (Haas),1,0.2500,0.2500,1,2026,2026
979,Elisa F. Long,UCLA (Anderson),1,0.2500,0.2500,1,2025,2025
979,Javad Lavaei,UC Berkeley (Haas),1,0.2500,0.2500,1,2026,2026
979,Jingyuan Hu,UCLA (Anderson),1,0.2500,0.2500,1,2025,2025
979,Jue Wang,Cornell,1,0.2500,0.2500,1,2025,2025
979,Long He,UW (Foster),1,0.2500,0.2500,1,2025,2025
979,Mengzi Amy Guo,UC Berkeley (Haas),1,0.2500,0.2500,1,2026,2026
979,Omar Skali Lami,MIT,1,0.2500,0.2500,1,2025,2025
979,Roozbeh Yousefi,MIT,1,0.2500,0.2500,1,2025,2025
979,Vincent Jeanselme,UNC (Kenan-Flagler),1,0.2500,0.2500,1,2025,2025
979,Volodymyr Babich,UW (Foster),1,0.2500,0.2500,1,2025,2025
979,Xueze Song,USC (Marshall),1,0.2500,0.2500,1,2025,2025
999,Andrew Li,Carnegie Mellon (Tepper),1,0.2500,0.0000,1,2025,2025
999,Ayelet Gneezy,UC San Diego (Rady),1,0.2500,0.0000,1,2025,2025
999,Brian Rongqing Han,UIUC (Gies),1,0.2500,0.0000,1,2025,2025
999,Fan Zou,Penn State (Smeal),1,0.2500,0.0000,1,2025,2025
999,Haiyan Liu,Florida (Warrington),1,0.2500,0.0000,1,2018,2018
999,Hannah Li,Stanford,1,0.2500,0.0000,1,2022,2022
999,Khaled Saleh,Michigan (Ross),1,0.2500,0.0000,1,2018,2018
999,Kyra Gan,Cornell,1,0.2500,0.0000,1,2025,2025
999,Leif D. Nelson,UC Berkeley (Haas),1,0.2500,0.0000,1,2025,2025
999,M. Bumin Yenmez,Boston College (Carroll),1,0.2500,0.0000,1,2024,2024
999,M. Utku Ünver,Boston College (Carroll),1,0.2500,0.0000,1,2024,2024
999,Minah H. Jung,NYU (Stern),1,0.2500,0.0000,1,2025,2025
999,Parag A. Pathak,MIT,1,0.2500,0.0000,1,2024,2024
999,Ramesh Johari,Stanford,1,0.2500,0.0000,1,2022,2022
999,Sriram Venkataraman,Columbia,1,0.2500,0.0000,1,2025,2025
999,Su Jia,Cornell,1,0.2500,0.0000,1,2025,2025
999,Tayfun Sönmez,Boston College (Carroll),1,0.2500,0.0000,1,2024,2024
999,Yan Dong,Columbia,1,0.2500,0.0000,1,2025,2025
1017,Mark Weber,MIT,1,0.2000,119.2000,1,2020,2020
1018,J. G. Dai,Cornell,1,0.2000,36.2000,1,2016,2016
1019,Hailong Cui,USC (Marshall),1,0.2000,29.8000,1,2021,2021
